model	cluster	min_identicals	max_identicals	mean_identicals	min_max_k8	max_max_k8	mean_max_k8	min_cws	mean_cws	max_cws	sd_cws	min_eps	max_eps	mean_eps	sd_eps	size	deeper_than_noise	cw_tokens	cw_types	cw_ttratio	rel_size	"cluster == ""0"""	rel_no_noise	largest_clus	lemma	kNN_full	SIL_full	kNN_no_noise	SIL_no_noise	min_inner_dist	max_inner_dist	mean_inner_dist	sd_inner_dist	identical_n	identical_prop	min_outer_dist	max_outer_dist	mean_outer_dist	sd_outer_dist	cloud_type	Altocumulus	maincat	topFscore	top_Cw	model_cluster	medoid	pmi10	raw_co10	pmi4	raw_co4	raw_freq	entropy	model_entropy	max_freq	median_freq_necessary	n_necessary	mean_inner_necessary	mean_outer_necessary	mean_inner_cws	mean_outer_cws	mean_top_inner	mean_top_weighted	mean_inner_weighted	sum_freq	Fscore_necessary	top_precision	top_recall
haken.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSall	2	0	0	0	0.2648908229234569	0.38747783906280964	0.3231942054050704	3	4	7	1.1547005383792515	2.201795335034094	2.9107756985936706	2.516355211190394	0.23367403294433056	16	0.75	64	30	0.46875	0.06374501992031872	FALSE	0.128	0.408	haken	0.9114583333333334	0.6790548551445901	0.9947916666666666	0.6790548551445901	0.07126743651483003	0.4948616411489699	0.32295291264911113	0.07910412489242916	0	0	0.246728051331349	0.9120845221498927	0.5532483922501564	0.11819012378842171	Stratocumulus	No-AC	Mixed	0.5660377358490566	aan/prep	5	haken.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSall	1.2131461	389	1.7012185	255	2153601	0.8314025204956377	1.5772931311481113	15	14.5	2	0.83782595	0.8136025092307692	0.8049134403908046	0.8483195325991092	0.8392778444827587	0.8306138722448979	0.8101187442834051	29	0.48890122086570476	0.40540540540540543	0.9375
haken.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSall	3	0	0	0	0.2762241566186694	0.43036852060751585	0.34433418005866845	3	4.25	6	1.164964745021435	2.129816238553748	2.694990656410356	2.3882990959892587	0.1995608987514661	8	1	34	20	0.5882352941176471	0.03187250996015936	FALSE	0.064	0.408	haken	0.44791666666666663	0.5122390380693078	0.7534722222222222	0.5285297148200298	0.07649289885902433	0.43036852060751585	0.23642298501486397	0.0856671246082315	0	0	0.13316647584659957	0.8736494596591209	0.5219816429331068	0.12418088319088272	Cirrus	No-AC	Mixed	0.6399999999999999	achter/prep	5	haken.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSall	2.2908618	80	2.8623388	57	150814	0.9002560512685369	1.5772931311481113	8	8	1	NA	0.8002136752830189	0.8027491003684211	0.8424522265262142	0.7854575263157895	0.7610435576923076	0.7918188789473685	8	0.6399999999999999	0.47058823529411764	1
haken.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSall	4	0	1	0.04	0.14801215011895974	0.36251641437988946	0.23161157199908633	3	5.16	9	1.4049475260736282	1.8461683464387737	2.6860336177817716	2.262748971057628	0.24962313700242095	50	1	258	112	0.43410852713178294	0.199203187250996	FALSE	0.4	0.408	haken	0.6438888888888888	0.3077697578317511	0.9655555555555555	0.37157344860953573	0	0.5917645818888392	0.30350374468453756	0.09056074060215515	2	8.163265306122449e-4	0.11746161881636163	0.890055122329226	0.5176773913377424	0.11132157685327376	Cirrus	No-AC	Mixed	0.8936170212765958	elkaar/pron	5	haken.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSall	3.1284204	268	3.820287	215	218177	0.5296435025403523	1.5772931311481113	48	23	3	0.7708651333333334	0.7694105152447553	0.8139253079568854	0.8460899876807255	0.7466044725225226	0.7424077212962963	0.7907745969439206	75	0.3730996508192318	0.9545454545454546	0.84
haken.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSall	0	0	2	0.07142857142857142	0.2745128112192434	0.6465270873992655	0.3841774490998128	1	3.8392857142857144	8	1.5395891076305457	2.687492902029466	4.00587308332569	3.1921980924787574	0.2844921101964118	112	0	430	182	0.4232558139534884	0.45714285714285713	TRUE	1	1	haken	0.6815476190476191	-0.516577495436628	NA	NA	0	0.9088979995339288	0.5301164429782032	0.12189887295914648	8	6.435006435006435e-4	0.10631871980072805	0.9601244647277578	0.5362530046931278	0.13180324540881558	Cirrostratus	No-AC	Cirrus-Stratocumulus	0.4105263157894737	en/vg	7	haken.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSall	0.5527315	791	0.9544487	475	8462675	1.651929010161507	1.5846026179951636	39	5	19	0.763177074619883	0.7994373877669902	0.8244404250716411	0.837587785187218	0.7227555711049725	0.7160392267774937	0.803804734195426	199	0.1344643112743573	0.5	0.3482142857142857
haken.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSall	1	0	0	0	0.38173362301176295	0.5314633059945206	0.4507337818127832	2	3.8181818181818183	6	1.4012980994907414	2.656570524837353	3.184683241079255	2.9462817129528016	0.18130565085960376	11	0.18181818181818182	42	29	0.6904761904761905	0.044897959183673466	FALSE	0.08270676691729323	0.3533834586466165	haken	0.8409090909090908	0.8071649398923615	1	0.807671252819832	0.21455740610200646	0.6212550638418122	0.4085463090172207	0.08259456642127562	0	0	0.25986334200292993	0.9396919366449644	0.5848944169446622	0.10661886289074905	Cirrus	No-AC	Cirrus-Stratocumulus	0.7200000000000001	naar/prep	7	haken.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSall	0.5180576	136	0.74825144	69	1512452	-0	1.5846026179951636	9	4	3	0.73768557	0.7784797707407407	0.7928306166748769	0.8434148176733995	0.7852061775	0.7745038578787878	0.7860218927636055	14	0.325518102372035	0.6428571428571429	0.8181818181818182
haken.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSall	2	0	0	0	0.17613129809186456	0.5270637911363395	0.3055721830864656	1	4.3023255813953485	9	1.8327040095746403	1.9251549664530645	3.0518098067507595	2.4871135581881143	0.3196027388298068	43	0.7441860465116279	185	83	0.4486486486486487	0.17551020408163265	FALSE	0.3233082706766917	0.3533834586466165	haken	0.8863049095607235	0.6117978603323683	0.9683462532299741	0.6117978603323683	0.017667479041755918	0.791412199594066	0.39895979043303764	0.12996353896540472	0	0	0.15708568700256786	0.9601244647277578	0.616816385561985	0.1195277113387522	Stratocumulus	No-AC	Cirrus-Stratocumulus	0.5714285714285714	word/verb	7	haken.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSall	0.2937673	251	0.7231061	155	3486710	-0	1.5846026179951636	26	6.5	10	0.7480091713333334	0.8112199101486989	0.778677093338231	0.8586333335192871	0.8093787624390243	0.768670430754717	0.7743868574561634	81	0.20621652353483286	0.5416666666666666	0.6046511627906976
haken.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSall	3	0	1	0.09523809523809523	0.21745734610287393	0.36924948032915195	0.29195222748218713	2	3.5238095238095237	6	1.123345344008138	2.2965300200536647	2.674418166066286	2.4793396088651343	0.12982166401941725	21	1	74	33	0.44594594594594594	0.08571428571428572	FALSE	0.15789473684210525	0.3533834586466165	haken	0.6706349206349206	0.4033796951351993	0.9484126984126984	0.4033796951351993	0	0.4755816421021276	0.31461868588971825	0.0807467091848892	2	0.004761904761904762	0.10631871980072805	0.925215483362505	0.5302639676949944	0.128849638812822	Cirrus	No-AC	Cirrus-Stratocumulus	0.525	blijf/verb	7	haken.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSall	2.1077254	227	2.7675958	177	516893	0.5982695885852573	1.5846026179951636	21	21	1	NA	0.8080791157142857	0.7591148157007576	0.8181806578093475	0.7742580115625	0.7923701581132074	0.7753732212500001	21	0.525	0.3559322033898305	1
haken.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSall	4	0	0	0	0.21677128346438945	0.4075149974991443	0.26160926431000603	2	3.6363636363636362	5	1.1200649331826502	2.0118626086036295	2.6803271753966498	2.3241088254978135	0.24610451014094364	11	1	40	16	0.4	0.044897959183673466	FALSE	0.08270676691729323	0.3533834586466165	haken	0.6818181818181818	0.685824626058337	0.9242424242424242	0.685824626058337	0.03160479515984482	0.43956685779108373	0.219461558484435	0.09978128131935193	0	0	0.14713385256319333	0.9275892906283855	0.5053762299693574	0.12636768469062337	Cirrus	No-AC	Cirrus-Stratocumulus	0.6896551724137931	achter/prep	7	haken.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSall	2.2908618	80	2.8623388	57	150814	0.47413931305783735	1.5846026179951636	11	11	1	NA	0.8110221085714285	0.7657678374166667	0.8160180070996076	0.7589390073333334	0.7478565483333333	0.7659343857666667	11	0.3142857142857143	0.5555555555555556	0.9090909090909091
haken.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSall	5	0	1	0.0851063829787234	0.12599348758071538	0.34760070872229387	0.20140861326954185	2	4.808510638297872	10	1.3615575778966693	1.9771412653568141	2.7911492552258985	2.2980858393647523	0.23305471599792654	47	0.9148936170212766	226	84	0.37168141592920356	0.19183673469387755	FALSE	0.3533834586466165	0.3533834586466165	haken	0.8026004728132388	0.3167784263141945	0.942080378250591	0.31688068855905477	0	0.5508625891347902	0.27041673779229103	0.09156417337114285	4	0.0018501387604070306	0.14713385256319333	0.8870672437696454	0.4995519027792172	0.10729592046952582	Stratocumulus	No-AC	Cirrus-Stratocumulus	0.9473684210526315	elkaar/pron	7	haken.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSall	3.1284204	268	3.820287	215	218177	0.3819133134069745	1.5846026179951636	46	45.5	2	0.793402	0.7468708698333334	0.8061166371227768	0.8291919682667184	0.7435797573493975	0.7320397687292818	0.7831383940723958	91	0.7976278724981467	0.9375	0.9574468085106383
haken.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	0	0	2	0.1978021978021978	0.24256514447909105	0.8724358511282584	0.5844874545421619	1	2.1758241758241756	7	1.2613344484967461	2.722713100213301	3.9264016592700806	3.135524572350558	0.25475357828784445	91	0	198	109	0.5505050505050505	0.4099099099099099	TRUE	1	1	haken	0.6501831501831502	-0.371352560138952	NA	NA	0	0.9858666002768561	0.7459411802160546	0.1547832831124029	18	0.002197802197802198	0.1215851614707425	0.9832345966578256	0.71489674235469	0.1585869087497868	Cirrostratus	No-AC	Mixed-Altocumulus	0.2808988764044944	in/prep	8	haken.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	0.2767532	670	0.60023683	373	9492181	1.4456599821114393	1.5421479771092734	25	1	45	0.8664210037373737	0.8445352760000001	0.8723488712402311	0.8667301977471068	0.8665733475	0.8587026463583814	0.8630415293752338	118	0.04818559516653524	0.28735632183908044	0.27472527472527475
haken.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	1	0	16	5.3584905660377355	1.1102230246251565e-16	0.46450000778480893	0.19814889431633623	1	1.7924528301886793	4	0.6609576550511251	1.6674318861496553	2.7118959606213378	2.055081265403316	0.3351603495012664	53	1	95	37	0.3894736842105263	0.23873873873873874	FALSE	0.40458015267175573	0.40458015267175573	haken	0.8045073375262054	0.2548255373801709	0.8789308176100629	0.2548255373801709	0	0.6537744171257148	0.3235777367112165	0.15645708758171445	284	0.10304789550072568	0.1215851614707425	0.9765345275571632	0.7093820158735433	0.15589290797524347	Stratocumulus	AC	Mixed-Altocumulus	0.7571428571428571	in/prep	8	haken.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	0.2767532	670	0.60023683	373	9492181	1.0390850355176693	1.5421479771092734	53	53	1	NA	0.8441404757142857	0.8558576967117116	0.8671956086720142	0.8482229755555556	0.8456905911904762	0.8490032761432749	53	0.7571428571428571	0.6091954022988506	1
haken.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	2	0	0	0	0.4165563443584358	0.5269567475432078	0.4801127370509753	3	3.3333333333333335	5	0.7071067811865476	1.9471479712000932	2.7149163782101233	2.1586225172584377	0.25732191948792027	9	1	30	15	0.5	0.04054054054054054	FALSE	0.06870229007633588	0.40458015267175573	haken	0.29012345679012347	0.53920753817607	0.7993827160493827	0.53920753817607	0.0992516209286769	0.5269567475432078	0.3032636968682333	0.10972555302399344	0	0	0.16789360788411523	0.9565507262864581	0.5849002351158743	0.15522879206667864	Cirrus	No-AC	Mixed-Altocumulus	0.6666666666666667	en/vg	8	haken.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	0.5527315	791	0.9544487	475	8462675	0.6837389058487535	1.5421479771092734	9	9	1	NA	0.8511796328571428	0.846919967904762	0.8642031560668789	0.7359550514285714	0.7390609236363637	0.8243517951904762	9	0.1875	0.5333333333333333	0.8888888888888888
haken.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	3	0	2	1	0.5143732166923551	0.5769210322906405	0.5376181169318626	1	1.375	3	0.7440238091428449	2.457132071343367	2.7637879609463942	2.5460435668034656	0.11869271073518621	8	0.875	11	7	0.6363636363636364	0.036036036036036036	FALSE	0.061068702290076333	0.40458015267175573	haken	0.3472222222222222	-0.028165747881699475	0.4618055555555555	-0.028165747881699475	0	0.5769210322906405	0.36993092140087114	0.17580917355024928	8	0.14285714285714285	0.2239563819064332	0.9703052884728809	0.7327123097855381	0.12581254376946252	Cirrus	No-AC	Mixed-Altocumulus	0.2857142857142857	hij/pron	8	haken.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	0.033031076	134	0.19306274	63	2403923	1.4941751382893083	1.5421479771092734	3	2	4	0.5955274883333334	0.8164362890625	0.683123700952381	0.8416840004560531	0.5839269466666667	0.5343695875	0.6473116162121212	8	0.24503968253968253	0.23076923076923078	0.375
haken.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	4	0	2	0.6153846153846154	0.3655329334229521	0.6315417227821272	0.44133568884154617	1	1.9230769230769231	3	0.7595545253127499	2.182470588776705	2.717424247123003	2.3555743793058954	0.16512944967010512	13	1	25	13	0.52	0.05855855855855856	FALSE	0.09923664122137404	0.40458015267175573	haken	0.9743589743589743	0.8134359280070728	1	0.8134359280070728	0	0.7326009495020884	0.38468850928309695	0.18617852046167954	8	0.05128205128205128	0.17440660152609355	0.9832345966578256	0.7391871361106195	0.10928013994284895	Cumulus	No-AC	Mixed-Altocumulus	0.9230769230769231	naar/prep	8	haken.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	0.5180576	136	0.74825144	69	1512452	-0	1.5421479771092734	12	6.5	2	0.63154167	0.839806594	0.8087218588461539	0.8543653752341598	0.8405113333333333	0.8384814276923076	0.8197166504666666	13	0.5282051282051282	0.9230769230769231	0.9230769230769231
haken.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	5	0	4	0.7333333333333333	0.24405532485447923	0.45983146125434404	0.3411739197327734	1	2.2	4	0.8469010445797932	1.6843950950369657	2.722479439590781	2.1213936298008713	0.3533598898709731	30	1	66	32	0.48484848484848486	0.13513513513513514	FALSE	0.22900763358778625	0.40458015267175573	haken	0.775	0.5259003988515254	0.9277777777777778	0.5259003988515254	0	0.6017369857392068	0.388313214139692	0.11587965192361258	22	0.02528735632183908	0.14301293342839894	0.9572929555196767	0.7419442997573558	0.11691989444926586	Cumulus	No-AC	Mixed-Altocumulus	0.8955223880597014	aan/prep	8	haken.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	1.2131461	389	1.7012185	255	2153601	1.161073848614172	1.5421479771092734	30	30	1	NA	0.849030676	0.8428909010483872	0.8637191506831042	0.8579555058064516	0.8589478	0.8490631496920821	30	0.8955223880597014	0.8108108108108109	1
haken.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	6	0	4	1.1111111111111112	0.21407191788634283	0.5697421363451574	0.3446711949696997	1	1.8888888888888888	3	0.7583952786593614	2.1421200240270344	2.6592269054895525	2.3915753330802256	0.19778203766235813	18	1	34	14	0.4117647058823529	0.08108108108108109	FALSE	0.13740458015267176	0.40458015267175573	haken	0.6527777777777778	0.03265445502503265	0.8287037037037037	0.03265445502503265	1.1102230246251565e-15	0.7564012937940967	0.3671893165881672	0.21113492379314316	20	0.06535947712418301	0.1253303436688934	0.9695533596761373	0.7149100659543962	0.11760945692607136	Cirrus	No-AC	Mixed-Altocumulus	0.7999999999999999	achter/prep	8	haken.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	2.2908618	80	2.8623388	57	150814	0.8838756262717338	1.5421479771092734	14	11	2	0.75540775	0.8097754614285714	0.7966910016483517	0.8451966481184814	0.8098604138461538	0.7908019815	0.7932938467873303	22	0.6424242424242423	0.8235294117647058	0.7777777777777778
harden.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSall	0	0	2	0.08108108108108109	0.3424183844113151	0.7824798274849383	0.5520901138698688	1	3.7972972972972974	9	1.7358407992285951	2.4860170956785472	4.213786052035555	3.4948382402719402	0.3687174512852597	74	0	281	164	0.5836298932384342	0.26714801444043323	TRUE	1	1	harden	0.5506756756756757	-0.5417165794697675	NA	NA	0	0.9498730294510611	0.6818691965648203	0.13059928452663314	6	0.0011106997408367272	0.005014617646069031	0.9468310604055296	0.6420028055762219	0.14541668516644732	Cirrostratus	No-AC	Mixed	0.26262626262626265	heb/verb	1	harden.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.055799305	152	0.24732935	83	4034811	1.3270492596737182	0.8819624475394753	29	2	22	0.8013169608658008	0.7825154755081968	0.8257625188837349	0.8262274110609175	0.794192696380368	0.7610245570895522	0.8090780561157566	109	0.08166884810347502	0.52	0.17567567567567569
harden.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSall	1	0	4	1.3333333333333333	0.00404589671064437	0.06440494777522865	0.013624219626268579	4	4.866666666666666	7	1.0600988273786194	1.4348117720030253	2.0884699304446737	1.6524040985102888	0.22826046628275165	15	1	73	16	0.2191780821917808	0.05415162454873646	FALSE	0.07389162561576355	0.35960591133004927	harden	0.9611111111111111	0.5980008933143801	0.9796296296296296	0.5980008933143801	4.440892098500626e-16	0.11642992672840347	0.020870429588002976	0.026345543452026263	20	0.09523809523809523	0.023871291986355736	0.9053651841923737	0.5095429569900611	0.17733423750318844	Cumulus	No-AC	Mixed	0.5769230769230769	pijn/noun	1	harden.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSall	4.810707	131	5.122574	72	26684	-0	0.8819624475394753	15	15	1	NA	0.7896168385	0.78831603275	0.8219691281931707	0.76784407	0.7968766627586207	0.7622017958812786	15	0.5769230769230769	0.40540540540540543	1
harden.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSall	2	0	2	0.35294117647058826	0.0067046492252533785	0.06154363215992453	0.023207811382493067	3	4.235294117647059	7	1.0325582165612917	1.429474599294259	2.4365530336953514	1.788668763668362	0.32756252781705714	17	1	72	24	0.3333333333333333	0.061371841155234655	FALSE	0.08374384236453201	0.35960591133004927	harden	0.6993464052287581	0.40883565212026146	0.9264705882352942	0.40883565212026146	0	0.10077625918820732	0.035209458204744665	0.025972028656962468	6	0.022058823529411766	0.005014617646069031	0.91389429608752	0.5563238591201625	0.17231774819817725	Stratocumulus	No-AC	Mixed	0.6296296296296297	pijn/noun	1	harden.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSall	4.810707	131	5.122574	72	26684	-0	0.8819624475394753	17	17	1	NA	0.7896168385	0.7903741566304348	0.8232661232113606	0.7700048060869564	0.7883300083636363	0.7603751024698068	17	0.6296296296296297	0.4594594594594595	1
harden.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSall	3	0	1	0.16666666666666666	0.30139447598800273	0.5713412170542203	0.38455905100020055	1	4.333333333333333	7	1.6696942198734437	1.9663448387409868	3.1899669488798215	2.5140362276407586	0.4484236993861975	12	0.5	52	26	0.5	0.04332129963898917	FALSE	0.059113300492610835	0.35960591133004927	harden	0.7222222222222222	0.609160053983935	0.9398148148148148	0.609160053983935	1.1102230246251565e-15	0.6709561607000225	0.2840874931801931	0.22391973648181865	2	0.015151515151515152	0.2218267472806168	0.9085041080224134	0.6094447328232535	0.1264640646484201	Cirrus	No-AC	Mixed	0.8	hitte/noun	1	harden.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSall	4.418942	17	5.0587435	13	5159	0.8675632284814612	0.8819624475394753	11	6.5	2	0.7441587	0.7066303035897435	0.7643584599384615	0.8081034739585365	0.727583386	0.762906091590909	0.7517698165153847	13	0.18571428571428572	1	0.6666666666666666
harden.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSall	4	0	0	0	0.3494576373112005	0.5124432275571535	0.4375406758567443	3	3.7777777777777777	6	0.97182531580755	2.893198205150785	3.2840969740146737	3.034349503733934	0.14228728990952427	9	0	34	21	0.6176470588235294	0.032490974729241874	FALSE	0.04433497536945813	0.35960591133004927	harden	0.8024691358024691	0.6303150727723184	0.8981481481481481	0.6303150727723184	0.05278228276694463	0.5124432275571535	0.2998881750133507	0.12663363182429538	0	0	0.22620555409789445	0.8856403269929937	0.5902846181600537	0.09669495647505136	Cirrus	No-AC	Mixed	0.7999999999999999	nauwelijks/adv	1	harden.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSall	2.5689354	36	3.4226882	34	68849	0.34883209584303193	0.8819624475394753	8	7.5	2	0.7094773	0.7054957905128205	0.8003534183333333	0.8203282455260377	0.745512355	0.7371965730769231	0.7773057208823528	15	0.4338164251207729	0.7272727272727273	0.8888888888888888
harden.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSall	5	0	1	0.36363636363636365	0.19471291181285766	0.3498386378778455	0.24173029898788956	3	4.636363636363637	7	1.3618169680781094	2.2722060561792947	2.8711494231776795	2.5194699517658705	0.23013621469791512	11	0.6363636363636364	51	23	0.45098039215686275	0.039711191335740074	FALSE	0.054187192118226604	0.35960591133004927	harden	0.8333333333333334	0.7163784075791314	0.9368686868686869	0.7163784075791314	0	0.4203084646033355	0.17546285890669705	0.10858734498241232	4	0.03636363636363636	0.1467657313805415	0.9150561588180741	0.5370198893290282	0.1578403173997779	Stratocumulus	No-AC	Mixed	0.7777777777777778	lawaai/noun	1	harden.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSall	4.6791077	28	4.5596614	10	6504	-0	0.8819624475394753	10	9	2	0.45939416	0.6874550989473684	0.7381462669565217	0.8112649538915448	0.6585718204545454	0.7314894604545454	0.7244933232976827	18	0.09383306751727805	1	0.6363636363636364
harden.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSall	6	0	4	0.5882352941176471	7.197080673714273e-4	0.31655880428815475	0.021900863499150866	2	4.764705882352941	8	1.4783041785122484	1.5685405783566888	2.8529787748137827	2.045419423303914	0.31874642241991313	34	0.9705882352941176	162	54	0.3333333333333333	0.12274368231046931	FALSE	0.16748768472906403	0.35960591133004927	harden	0.9338235294117647	0.4576572615499029	0.9665032679738562	0.4576572615499029	2.220446049250313e-16	0.32890748328551234	0.040164085086575714	0.07108125947769774	20	0.017825311942959002	0.1969398323620546	0.9132126054064142	0.6264060188644497	0.1294314862381919	Stratocumulus	No-AC	Mixed	0.9850746268656716	stank/noun	1	harden.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSall	7.1821547	122	7.678066	81	2341	-0	0.8819624475394753	33	30.5	2	0.7825475	0.7080229243589744	0.7803381188819007	0.8171777318397534	0.7071858035849057	0.7610204106976745	0.7559829374563243	61	0.6132269686052496	1	0.9705882352941176
harden.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSall	7	0	7	0.9315068493150684	0.0023597152963926726	0.47430286321155934	0.08361273146134328	1	3.808219178082192	9	1.551500476658495	0	3.154022800535233	1.837453036219142	0.7667567208733567	73	0.8493150684931506	278	96	0.34532374100719426	0.26353790613718414	FALSE	0.35960591133004927	0.35960591133004927	harden	0.8679604261796042	0.26790962918176753	0.9337899543378996	0.26790962918176753	0	0.6932698565424353	0.1771982606010369	0.12461453960601447	68	0.01293759512937595	0.07779858663061634	0.9468310604055296	0.5709602573507064	0.13927196309061757	Stratocumulus	No-AC	Mixed	0.5950413223140496	niet/adv	1	harden.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSall	1.5742661	667	2.3233397	568	3455007	0.3552845125304129	0.8819624475394753	72	37	2	0.5404643	0.7323114163636364	0.8051497359605263	0.8219018274668698	0.7739359954736843	0.6277870515048544	0.7724196883271488	74	0.32283711685322736	0.4260355029585799	0.9863013698630136
harden.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSall	8	0	2	0.25	0.07158281109941189	0.6079025909289963	0.2628406133066573	1	3	6	1.3678332288460768	1.4430681731072459	3.2316480337380358	2.3342923416186627	0.594935892089265	32	0.53125	96	49	0.5104166666666666	0.11552346570397112	FALSE	0.15763546798029557	0.35960591133004927	harden	0.798611111111111	0.4477756501276703	0.9600694444444444	0.4477756501276703	0	0.7221522025515391	0.37716429716910155	0.1731577720978077	8	0.008064516129032258	0.05953116475792197	0.935574170295528	0.5846519339185003	0.12898239376888618	Stratocumulus	No-AC	Mixed	0.26956521739130435	ben/verb	1	harden.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSall	0.80464387	888	1.1243579	492	9938754	0.746240629558507	0.8819624475394753	31	17.5	2	0.6003798	0.7442407156756756	0.7944671617942177	0.8223606604620352	0.6968281210416666	0.6841884233846153	0.7613241554361979	35	0.2428907168037603	0.15656565656565657	0.96875
harden.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSall	0	0	2	0.19444444444444445	0.2756843705998224	0.751239906058465	0.48934042321552335	1	2.111111111111111	5	0.9277498988436387	3.0356849912200348	4.325407466448462	3.503160599940436	0.3374998841951688	72	0	152	103	0.6776315789473685	0.2656826568265683	TRUE	1	1	harden	0.595679012345679	-0.33299557862519064	NA	NA	0	0.9589186007648677	0.6529099204402551	0.15218495527722714	14	0.0027386541471048514	0.05435453798182932	0.9596074906168968	0.6054744337348191	0.18375053712214498	Cirrostratus	No-AC	Mixed-Altocumulus	0.24390243902439027	nauwelijks/adv	6	harden.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSall	2.5689354	36	3.4226882	34	68849	1.2870196087007617	0.8506762442583122	11	1	40	0.7846100607948718	0.7597144907070706	0.8120779915134209	0.8144036433114821	0.7837917276470588	0.761905131830986	0.8009230154044118	83	0.046922421648742614	1	0.1388888888888889
harden.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSall	1	0	4	1.8181818181818181	0.3616308964648631	0.5800150044071747	0.4452796737788765	1	1.5454545454545454	2	0.5222329678670935	2.459868466590394	2.9307583995356024	2.613706204416977	0.18004965362290354	11	1	17	7	0.4117647058823529	0.04059040590405904	FALSE	0.05527638190954774	0.6984924623115578	harden	0.6616161616161615	0.5820395342351928	0.7424242424242424	0.5820395342351928	1.1102230246251565e-16	0.6196215130590742	0.34231507838830066	0.17992968256030747	20	0.18181818181818182	0.1283694072170244	0.9235957154000538	0.7023030031108636	0.09089360527089357	Cirrus	No-AC	Mixed-Altocumulus	0.88	heb/verb	6	harden.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.055799305	152	0.24732935	83	4034811	0.47413931305783735	0.8506762442583122	11	11	1	NA	0.7500842815384616	0.7799897585714286	0.8216021450541215	0.7385507066666667	0.7385507066666667	0.7556138456862745	11	0.88	0.7857142857142857	1
