cw_index	dep	distance	head	cw_type	path	position	same_sent	sent_index	side	steps	text_index	wordform	token_id	type	conc_distance	conc_id	ann_3	ann_1	ann_2	ann_4	votes	rgx_lemma	right_1	right_2	right_3	right_4	count_cue	sense_1	sense_2	sense_3	sense_4	majority_sense	final_sense	collapsed_sense
heilzaam/adj/nrc_handelsblad_20020314_139/432/R9	obj1	9	11	sector/noun	verschuiving->[mod:#T,mod:waarbij->body:ben->vc:dring_terug->obj1:aandeel->mod:van->obj1:CW]	R9	TRUE	14	R	7	441	sector	heilzaam/adj/nrc_handelsblad_20020314_139/432	heilzaam	9	heilzaam/adj/nrc_handelsblad_20020314_139/432/R8	TRUE	TRUE	TRUE	FALSE	3	sector	TRUE	TRUE	TRUE	FALSE	3	heilzaam_2	heilzaam_2	heilzaam_2	NA	beneficial	heilzaam_2	heilzaam_2
heilzaam/adj/nrc_handelsblad_20020314_139/432/R12	obj1	12	15	economie/noun	verschuiving->[mod:#T,mod:waarbij->body:ben->vc:dring_terug->obj1:aandeel->mod:van->obj1:sector->mod:in->obj1:CW]	R12	TRUE	17	R	9	444	economie	heilzaam/adj/nrc_handelsblad_20020314_139/432	heilzaam	12	heilzaam/adj/nrc_handelsblad_20020314_139/432/R11	FALSE	TRUE	TRUE	FALSE	2	economie	TRUE	TRUE	FALSE	FALSE	2	heilzaam_2	heilzaam_2	heilzaam_2	NA	beneficial	heilzaam_2	heilzaam_2
heilzaam/adj/nrc_handelsblad_20020406_197/195/R9	obj1	9	12	omzet/noun	invloed->[mod:#T,mod:van->obj1:LPF_leider->mod:op->obj1:CW]	R9	TRUE	14	R	5	204	omzet	heilzaam/adj/nrc_handelsblad_20020406_197/195	heilzaam	9	heilzaam/adj/nrc_handelsblad_20020406_197/195/R8	TRUE	TRUE	FALSE	FALSE	2	omzet	TRUE	FALSE	TRUE	FALSE	2	heilzaam_2	heilzaam_2	heilzaam_2	NA	beneficial	heilzaam_2	heilzaam_2
heilzaam/adj/nrc_handelsblad_20020517_22/506/R1	cnj	1	18	concurrentie/noun	CW->mod:#T	R1	TRUE	17	R	1	507	concurrentie	heilzaam/adj/nrc_handelsblad_20020517_22/506	heilzaam	1	heilzaam/adj/nrc_handelsblad_20020517_22/506/R0	TRUE	TRUE	TRUE	FALSE	3	concurrentie	TRUE	TRUE	TRUE	FALSE	3	heilzaam_2	heilzaam_2	heilzaam_2	NA	beneficial	heilzaam_2	heilzaam_2
heilzaam/adj/nrc_handelsblad_20020611_133/581/R1	obj1	1	10	werking/noun	CW->mod:#T	R1	TRUE	13	R	1	582	werking	heilzaam/adj/nrc_handelsblad_20020611_133/581	heilzaam	1	heilzaam/adj/nrc_handelsblad_20020611_133/581/R0	TRUE	TRUE	FALSE	FALSE	2	werking	TRUE	FALSE	TRUE	FALSE	2	heilzaam_2	heilzaam_2	heilzaam_2	NA	beneficial	heilzaam_2	heilzaam_2
heilzaam/adj/nrc_handelsblad_20020611_133/581/R3	mod	3	16	economisch/adj	werking->[mod:#T,mod:van->obj1:proces->mod:CW]	R3	TRUE	15	R	4	584	economische	heilzaam/adj/nrc_handelsblad_20020611_133/581	heilzaam	3	heilzaam/adj/nrc_handelsblad_20020611_133/581/R2	TRUE	TRUE	TRUE	FALSE	3	economisch	TRUE	TRUE	TRUE	FALSE	3	heilzaam_2	heilzaam_2	heilzaam_2	NA	beneficial	heilzaam_2	heilzaam_2
heilzaam/adj/nrc_handelsblad_20020611_133/581/R4	obj1	4	14	proces/noun	werking->[mod:#T,mod:van->obj1:CW]	R4	TRUE	16	R	3	585	processen	heilzaam/adj/nrc_handelsblad_20020611_133/581	heilzaam	4	heilzaam/adj/nrc_handelsblad_20020611_133/581/R3	TRUE	TRUE	TRUE	FALSE	3	proces	TRUE	TRUE	TRUE	FALSE	3	heilzaam_2	heilzaam_2	heilzaam_2	NA	beneficial	heilzaam_2	heilzaam_2
heilzaam/adj/nrc_handelsblad_20021011_2088/12/L5	obj1	5	4	Wall/name	heb->obj1:werking->[mod:#T,su:slot->mod:van->obj1:CW]	L5	TRUE	5	L	5	7	Wall	heilzaam/adj/nrc_handelsblad_20021011_2088/12	heilzaam	5	heilzaam/adj/nrc_handelsblad_20021011_2088/12/L4	FALSE	TRUE	TRUE	FALSE	2	Wall	TRUE	TRUE	FALSE	FALSE	2	heilzaam_2	heilzaam_2	heilzaam_2	NA	beneficial	heilzaam_2	heilzaam_2
heilzaam/adj/nrc_handelsblad_20021011_2088/12/L4	mwp	4	5	Street/name	heb->obj1:werking->[mod:#T,su:slot->mod:van->obj1:Wall->mwp:CW]	L4	TRUE	6	L	6	8	Street	heilzaam/adj/nrc_handelsblad_20021011_2088/12	heilzaam	4	heilzaam/adj/nrc_handelsblad_20021011_2088/12/L3	FALSE	TRUE	TRUE	FALSE	2	Street	TRUE	TRUE	FALSE	FALSE	2	heilzaam_2	heilzaam_2	heilzaam_2	NA	beneficial	heilzaam_2	heilzaam_2
heilzaam/adj/nrc_handelsblad_20021011_2088/12/R4	obj1	4	12	beurs/noun	werking->[mod:#T,mod:op->obj1:CW]	R4	TRUE	14	R	3	16	beurzen	heilzaam/adj/nrc_handelsblad_20021011_2088/12	heilzaam	4	heilzaam/adj/nrc_handelsblad_20021011_2088/12/R3	TRUE	TRUE	TRUE	FALSE	3	beurs	TRUE	TRUE	TRUE	FALSE	3	heilzaam_2	heilzaam_2	heilzaam_2	NA	beneficial	heilzaam_2	heilzaam_2
heilzaam/adj/nrc_handelsblad_20021011_2088/12/R6	obj1	6	15	Europa/name	werking->[mod:#T,mod:op->obj1:beurs->mod:in->obj1:CW]	R6	TRUE	16	R	5	18	Europa	heilzaam/adj/nrc_handelsblad_20021011_2088/12	heilzaam	6	heilzaam/adj/nrc_handelsblad_20021011_2088/12/R5	TRUE	TRUE	FALSE	FALSE	2	Europa	TRUE	FALSE	TRUE	FALSE	2	heilzaam_2	heilzaam_2	heilzaam_2	NA	beneficial	heilzaam_2	heilzaam_2
heilzaam/adj/nrc_handelsblad_20031029_115/274/L4	su	4	3	verhuizing/noun	word->vc:zie->predc:als->[obj1:#T,su:CW]	L4	TRUE	2	L	4	270	verhuizingen	heilzaam/adj/nrc_handelsblad_20031029_115/274	heilzaam	4	heilzaam/adj/nrc_handelsblad_20031029_115/274/L3	TRUE	TRUE	TRUE	FALSE	3	verhuizing	TRUE	TRUE	TRUE	FALSE	3	heilzaam_2	heilzaam_2	heilzaam_2	NA	beneficial	heilzaam_2	heilzaam_2
heilzaam/adj/nrc_handelsblad_20031029_17/15/R1	obj1	1	11	alternatief/noun	CW->mod:#T	R1	TRUE	14	R	1	16	alternatief	heilzaam/adj/nrc_handelsblad_20031029_17/15	heilzaam	1	heilzaam/adj/nrc_handelsblad_20031029_17/15/R0	FALSE	TRUE	TRUE	FALSE	2	alternatief	TRUE	TRUE	FALSE	FALSE	2	heilzaam_2	heilzaam_2	heilzaam_2	NA	beneficial	heilzaam_2	heilzaam_2
heilzaam/adj/nrc_handelsblad_20031029_17/15/R6	obj1	6	17	PvdA/name	alternatief->[mod:#T,mod:voor->obj1:neiging->mod:overheers->mod:in->obj1:CW]	R6	TRUE	19	R	6	21	PvdA	heilzaam/adj/nrc_handelsblad_20031029_17/15	heilzaam	6	heilzaam/adj/nrc_handelsblad_20031029_17/15/R5	TRUE	TRUE	TRUE	FALSE	3	PvdA	TRUE	TRUE	TRUE	FALSE	3	heilzaam_2	heilzaam_2	heilzaam_2	NA	beneficial	heilzaam_2	heilzaam_2
heilzaam/adj/nrc_handelsblad_20031128_09/273/R3	mod	3	21	medisch/adj	koppel->obj1:functie->[mod:#T,mod:aan->obj1:traktaat->mod:CW]	R3	TRUE	20	R	5	276	medische	heilzaam/adj/nrc_handelsblad_20031128_09/273	heilzaam	3	heilzaam/adj/nrc_handelsblad_20031128_09/273/R2	TRUE	TRUE	FALSE	FALSE	2	medisch	TRUE	FALSE	TRUE	FALSE	2	heilzaam_1	heilzaam_2	heilzaam_1	NA	healthy	heilzaam_1	heilzaam_1
heilzaam/adj/nrc_handelsblad_20040312_173/341/R8	obj1	8	45	gezondheid/noun	ontdek->obj1:werking->[mod:#T,ld:op->obj1:CW]	R8	TRUE	47	R	4	349	gezondheid	heilzaam/adj/nrc_handelsblad_20040312_173/341	heilzaam	8	heilzaam/adj/nrc_handelsblad_20040312_173/341/R7	TRUE	TRUE	TRUE	FALSE	3	gezondheid	TRUE	TRUE	TRUE	FALSE	3	heilzaam_1	heilzaam_1	heilzaam_1	NA	healthy	heilzaam_1	heilzaam_1
heilzaam/adj/volkskrant_20021005_89/64/L4	su	4	3	circus_wereld/noun	hoop->pc:op->obj1:sanering->[mod:#T,su:CW]	L4	TRUE	2	L	4	60	circuswereld	heilzaam/adj/volkskrant_20021005_89/64	heilzaam	4	heilzaam/adj/volkskrant_20021005_89/64/L3	TRUE	FALSE	TRUE	FALSE	2	circus_wereld	FALSE	TRUE	TRUE	FALSE	2	heilzaam_2	heilzaam_2	heilzaam_2	NA	beneficial	heilzaam_2	heilzaam_2
heilzaam/adj/volkskrant_20021005_89/64/R1	obj1	1	4	sanering/noun	CW->mod:#T	R1	TRUE	7	R	1	65	sanering	heilzaam/adj/volkskrant_20021005_89/64	heilzaam	1	heilzaam/adj/volkskrant_20021005_89/64/R0	FALSE	TRUE	TRUE	FALSE	2	sanering	TRUE	TRUE	FALSE	FALSE	2	heilzaam_2	heilzaam_2	heilzaam_2	NA	beneficial	heilzaam_2	heilzaam_2
heilzaam/adj/volkskrant_20031218_01/340/L1	obj1	1	10	collegeld/noun	ben->[predc:#T,su:verlaging->mod:van->obj1:CW]	L1	TRUE	12	L	4	339	collegeld	heilzaam/adj/volkskrant_20031218_01/340	heilzaam	1	heilzaam/adj/volkskrant_20031218_01/340/L0	TRUE	FALSE	TRUE	FALSE	2	collegeld	FALSE	TRUE	TRUE	FALSE	2	heilzaam_2	heilzaam_2	heilzaam_2	NA	beneficial	heilzaam_2	heilzaam_2
heilzaam/adj/volkskrant_19990115_92/63/R3	obj1	3	20	klank/noun	werking->[mod:#T,mod:van->obj1:CW]	R3	TRUE	21	R	3	66	klank	heilzaam/adj/volkskrant_19990115_92/63	heilzaam	3	heilzaam/adj/volkskrant_19990115_92/63/R2	TRUE	TRUE	TRUE	FALSE	3	klank	FALSE	TRUE	TRUE	FALSE	2	heilzaam_1	heilzaam_2	heilzaam_2	NA	beneficial	heilzaam_2	heilzaam_2
heilzaam/adj/volkskrant_19990130_202/1580/L2	su	2	2	werk/noun	ben->[predc:#T,su:CW]	L2	TRUE	1	L	2	1578	Werk	heilzaam/adj/volkskrant_19990130_202/1580	heilzaam	2	heilzaam/adj/volkskrant_19990130_202/1580/L1	TRUE	TRUE	TRUE	FALSE	3	werk	TRUE	TRUE	TRUE	FALSE	3	heilzaam_2	heilzaam_2	heilzaam_2	NA	beneficial	heilzaam_2	heilzaam_2
heilzaam/adj/volkskrant_19990506_87/238/R1	predc	1	11	omgeving/noun	CW->mod:#T	R1	TRUE	16	R	1	239	omgeving	heilzaam/adj/volkskrant_19990506_87/238	heilzaam	1	heilzaam/adj/volkskrant_19990506_87/238/R0	FALSE	TRUE	TRUE	FALSE	2	omgeving	TRUE	TRUE	FALSE	FALSE	2	heilzaam_2	heilzaam_2	heilzaam_2	NA	beneficial	heilzaam_2	heilzaam_2
heilzaam/adj/volkskrant_19990519_13/285/R1	su	1	13	kracht/noun	CW->mod:#T	R1	TRUE	9	R	1	286	kracht	heilzaam/adj/volkskrant_19990519_13/285	heilzaam	1	heilzaam/adj/volkskrant_19990519_13/285/R0	TRUE	TRUE	TRUE	FALSE	3	kracht	TRUE	TRUE	TRUE	FALSE	3	heilzaam_2	heilzaam_2	heilzaam_2	NA	beneficial	heilzaam_2	heilzaam_2
heilzaam/adj/volkskrant_19990519_13/285/R3	obj1	3	10	werk/noun	kracht->[mod:#T,mod:van->obj1:CW]	R3	TRUE	11	R	3	288	werk	heilzaam/adj/volkskrant_19990519_13/285	heilzaam	3	heilzaam/adj/volkskrant_19990519_13/285/R2	TRUE	TRUE	TRUE	FALSE	3	werk	TRUE	TRUE	TRUE	FALSE	3	heilzaam_2	heilzaam_2	heilzaam_2	NA	beneficial	heilzaam_2	heilzaam_2
heilzaam/adj/volkskrant_19991210_103/65/R1	obj1	1	3	katharsis/noun	CW->mod:#T	R1	TRUE	16	R	1	66	katharsis	heilzaam/adj/volkskrant_19991210_103/65	heilzaam	1	heilzaam/adj/volkskrant_19991210_103/65/R0	TRUE	TRUE	TRUE	FALSE	3	katharsis	FALSE	TRUE	TRUE	FALSE	2	heilzaam_1	heilzaam_2	heilzaam_2	NA	beneficial	heilzaam_2	heilzaam_2
heilzaam/adj/volkskrant_19991218_93/479/R1	obj1	1	7	uitwerking/noun	CW->mod:#T	R1	TRUE	3	R	1	480	uitwerking	heilzaam/adj/volkskrant_19991218_93/479	heilzaam	1	heilzaam/adj/volkskrant_19991218_93/479/R0	TRUE	TRUE	TRUE	FALSE	3	uitwerking	TRUE	TRUE	TRUE	FALSE	3	heilzaam_2	heilzaam_2	heilzaam_2	NA	beneficial	heilzaam_2	heilzaam_2
heilzaam/adj/volkskrant_19991218_93/479/R4	obj1	4	4	kunst_ijs/noun	uitwerking->[mod:#T,mod:van->obj1:CW]	R4	TRUE	6	R	3	483	kunstijs	heilzaam/adj/volkskrant_19991218_93/479	heilzaam	4	heilzaam/adj/volkskrant_19991218_93/479/R3	TRUE	TRUE	TRUE	FALSE	3	kunst_ijs	TRUE	TRUE	TRUE	FALSE	3	heilzaam_2	heilzaam_2	heilzaam_2	NA	beneficial	heilzaam_2	heilzaam_2
heilzaam/adj/volkskrant_20000120_70/940/L9	obj1	9	29	aflaat/noun	geschenk->dp:kan->vc:ben->[predc:#T,mod:aan->obj1:kerk->mod:kelk->dp:werk->dp:verdien->mod:van->obj1:CW]	L9	TRUE	31	L	10	931	aflaat	heilzaam/adj/volkskrant_20000120_70/940	heilzaam	9	heilzaam/adj/volkskrant_20000120_70/940/L8	TRUE	TRUE	FALSE	FALSE	2	aflaat	TRUE	FALSE	TRUE	FALSE	2	heilzaam_2	heilzaam_2	heilzaam_2	NA	beneficial	heilzaam_2	heilzaam_2
heilzaam/adj/volkskrant_20000120_70/940/R4	obj1	4	42	leef/verb	ben->[predc:#T,mod:voor->obj1:CW]	R4	TRUE	44	R	3	944	leven	heilzaam/adj/volkskrant_20000120_70/940	heilzaam	4	heilzaam/adj/volkskrant_20000120_70/940/R3	TRUE	TRUE	TRUE	FALSE	3	leef	TRUE	TRUE	TRUE	FALSE	3	heilzaam_2	heilzaam_2	heilzaam_2	NA	beneficial	heilzaam_2	heilzaam_2
heilzaam/adj/volkskrant_20000120_70/940/R5	mod	5	44	na/prep	ben->[predc:#T,mod:voor->obj1:leef->mod:CW]	R5	TRUE	45	R	4	945	na	heilzaam/adj/volkskrant_20000120_70/940	heilzaam	5	heilzaam/adj/volkskrant_20000120_70/940/R4	TRUE	TRUE	TRUE	FALSE	3	na	TRUE	TRUE	TRUE	FALSE	3	heilzaam_2	heilzaam_2	heilzaam_2	NA	beneficial	heilzaam_2	heilzaam_2
heilzaam/adj/volkskrant_20000120_70/940/R6	det	6	47	de/det	ben->[predc:#T,mod:voor->obj1:leef->mod:na->obj1:dood->det:CW]	R6	TRUE	46	R	6	946	de	heilzaam/adj/volkskrant_20000120_70/940	heilzaam	6	heilzaam/adj/volkskrant_20000120_70/940/R5	TRUE	FALSE	TRUE	FALSE	2	de	FALSE	TRUE	TRUE	FALSE	2	heilzaam_2	heilzaam_2	heilzaam_2	NA	beneficial	heilzaam_2	heilzaam_2
heilzaam/adj/volkskrant_20000120_70/940/R7	obj1	7	45	dood/noun	ben->[predc:#T,mod:voor->obj1:leef->mod:na->obj1:CW]	R7	TRUE	47	R	5	947	dood	heilzaam/adj/volkskrant_20000120_70/940	heilzaam	7	heilzaam/adj/volkskrant_20000120_70/940/R6	TRUE	TRUE	TRUE	FALSE	3	dood	TRUE	TRUE	TRUE	FALSE	3	heilzaam_2	heilzaam_2	heilzaam_2	NA	beneficial	heilzaam_2	heilzaam_2
heilzaam/adj/volkskrant_20000131_86/55/R1	obj1	1	15	compensatie/noun	CW->mod:#T	R1	TRUE	13	R	1	56	compensatie	heilzaam/adj/volkskrant_20000131_86/55	heilzaam	1	heilzaam/adj/volkskrant_20000131_86/55/R0	TRUE	TRUE	TRUE	FALSE	3	compensatie	TRUE	TRUE	TRUE	FALSE	3	heilzaam_2	heilzaam_2	heilzaam_2	NA	beneficial	heilzaam_2	heilzaam_2
heilzaam/adj/volkskrant_20000304_142/600/L9	obj1	9	22	energie_baan/noun	kruispunt->mod:waaraan->body:word->vc:ken_toe->obj1:werking->[mod:#T,mod:van->obj1:CW]	L9	TRUE	23	L	7	591	energiebanen	heilzaam/adj/volkskrant_20000304_142/600	heilzaam	9	heilzaam/adj/volkskrant_20000304_142/600/L8	TRUE	FALSE	TRUE	FALSE	2	energie_baan	FALSE	TRUE	TRUE	FALSE	2	heilzaam_1	heilzaam_1	heilzaam_1	NA	healthy	heilzaam_1	heilzaam_1
heilzaam/adj/volkskrant_20000304_142/600/R1	obj1	1	35	werking/noun	CW->mod:#T	R1	TRUE	33	R	1	601	werking	heilzaam/adj/volkskrant_20000304_142/600	heilzaam	1	heilzaam/adj/volkskrant_20000304_142/600/R0	TRUE	TRUE	TRUE	FALSE	3	werking	TRUE	TRUE	TRUE	FALSE	3	heilzaam_1	heilzaam_1	heilzaam_1	NA	healthy	heilzaam_1	heilzaam_1
heilzaam/adj/volkskrant_20010106_9/1330/R3	mod	3	10	creatief/adj	werking->[mod:#T,mod:van->obj1:therapie->mod:CW]	R3	TRUE	9	R	4	1333	creatieve	heilzaam/adj/volkskrant_20010106_9/1330	heilzaam	3	heilzaam/adj/volkskrant_20010106_9/1330/R2	TRUE	TRUE	FALSE	FALSE	2	creatief	TRUE	FALSE	TRUE	FALSE	2	heilzaam_1	heilzaam_1	heilzaam_1	NA	healthy	heilzaam_1	heilzaam_1
heilzaam/adj/volkskrant_20010106_9/1330/R4	obj1	4	8	therapie/noun	werking->[mod:#T,mod:van->obj1:CW]	R4	TRUE	10	R	3	1334	therapie	heilzaam/adj/volkskrant_20010106_9/1330	heilzaam	4	heilzaam/adj/volkskrant_20010106_9/1330/R3	TRUE	TRUE	FALSE	FALSE	2	therapie	TRUE	FALSE	TRUE	FALSE	2	heilzaam_1	heilzaam_1	heilzaam_1	NA	healthy	heilzaam_1	heilzaam_1
heilzaam/adj/volkskrant_20010319_41/558/R1	obj1	1	18	invloed/noun	CW->mod:#T	R1	TRUE	21	R	1	559	invloed	heilzaam/adj/volkskrant_20010319_41/558	heilzaam	1	heilzaam/adj/volkskrant_20010319_41/558/R0	TRUE	TRUE	TRUE	FALSE	3	invloed	TRUE	TRUE	TRUE	FALSE	3	heilzaam_2	heilzaam_2	heilzaam_2	NA	beneficial	heilzaam_2	heilzaam_2
heilzaam/adj/volkskrant_20010319_41/558/R4	obj1	4	22	geloof/noun	invloed->[mod:#T,mod:van->obj1:CW]	R4	TRUE	24	R	3	562	gelóóf	heilzaam/adj/volkskrant_20010319_41/558	heilzaam	4	heilzaam/adj/volkskrant_20010319_41/558/R3	TRUE	TRUE	TRUE	FALSE	3	geloof	TRUE	TRUE	TRUE	FALSE	3	heilzaam_2	heilzaam_2	heilzaam_2	NA	beneficial	heilzaam_2	heilzaam_2
heilzaam/adj/volkskrant_20010319_41/558/R7	obj1	7	25	kerk/noun	invloed->[mod:#T,mod:van->obj1:CW->obj1:geloof->mod:van->obj1:kerk]	R7	TRUE	27	R	5	565	kerk	heilzaam/adj/volkskrant_20010319_41/558	heilzaam	7	heilzaam/adj/volkskrant_20010319_41/558/R6	TRUE	TRUE	FALSE	FALSE	2	kerk	TRUE	FALSE	TRUE	FALSE	2	heilzaam_2	heilzaam_2	heilzaam_2	NA	beneficial	heilzaam_2	heilzaam_2
heilzaam/adj/volkskrant_20010406_10/314/L4	su	4	24	invloed/noun	ben->vc:ben->predc:of->[cnj:#T,su:CW]	L4	TRUE	16	L	4	310	invloed	heilzaam/adj/volkskrant_20010406_10/314	heilzaam	4	heilzaam/adj/volkskrant_20010406_10/314/L3	TRUE	TRUE	TRUE	FALSE	3	invloed	TRUE	TRUE	TRUE	FALSE	3	heilzaam_2	heilzaam_2	heilzaam_2	NA	beneficial	heilzaam_2	heilzaam_2
heilzaam/adj/volkskrant_20010406_10/314/R2	cnj	2	21	schadelijk/adj	of->[cnj:#T,cnj:CW]	R2	TRUE	22	R	2	316	schadelijk	heilzaam/adj/volkskrant_20010406_10/314	heilzaam	2	heilzaam/adj/volkskrant_20010406_10/314/R1	TRUE	TRUE	TRUE	FALSE	3	schadelijk	TRUE	TRUE	TRUE	FALSE	3	heilzaam_2	heilzaam_2	heilzaam_2	NA	beneficial	heilzaam_2	heilzaam_2
heilzaam/adj/volkskrant_20010512_23/25/L4	obj1	4	1	persoonlijkheid_stoornis/noun	ben->[predc:#T,mod:bij->obj1:CW]	L4	TRUE	2	L	3	21	persoonlijkheidsstoornissen	heilzaam/adj/volkskrant_20010512_23/25	heilzaam	4	heilzaam/adj/volkskrant_20010512_23/25/L3	TRUE	TRUE	FALSE	FALSE	2	persoonlijkheid_stoornis	TRUE	FALSE	TRUE	FALSE	2	heilzaam_1	heilzaam_1	heilzaam_1	NA	healthy	heilzaam_1	heilzaam_1
heilzaam/adj/volkskrant_20010512_23/25/L2	su	2	3	psychofarmacotherapie/noun	ben->[predc:#T,su:CW]	L2	TRUE	4	L	2	23	psychofarmacotherapie	heilzaam/adj/volkskrant_20010512_23/25	heilzaam	2	heilzaam/adj/volkskrant_20010512_23/25/L1	TRUE	TRUE	TRUE	FALSE	3	psychofarmacotherapie	TRUE	TRUE	TRUE	FALSE	3	heilzaam_1	heilzaam_1	heilzaam_1	NA	healthy	heilzaam_1	heilzaam_1
heilzaam/adj/volkskrant_20010512_23/25/R12	cnj	12	5	depressief/adj	NA	R12	FALSE	NA	R	NA	37	depressieve	heilzaam/adj/volkskrant_20010512_23/25	heilzaam	10	heilzaam/adj/volkskrant_20010512_23/25/R9	TRUE	FALSE	TRUE	FALSE	2	depressief	FALSE	TRUE	TRUE	FALSE	2	heilzaam_1	heilzaam_1	heilzaam_1	NA	healthy	heilzaam_1	heilzaam_1
heilzaam/adj/volkskrant_20010512_23/25/R14	cnj	14	5	angstig/adj	NA	R14	FALSE	NA	R	NA	39	angstige	heilzaam/adj/volkskrant_20010512_23/25	heilzaam	12	heilzaam/adj/volkskrant_20010512_23/25/R11	TRUE	FALSE	TRUE	FALSE	2	angstig	FALSE	TRUE	TRUE	FALSE	2	heilzaam_1	heilzaam_1	heilzaam_1	NA	healthy	heilzaam_1	heilzaam_1
heilzaam/adj/volkskrant_20010512_23/25/R15	obj1	15	3	stoornis/noun	NA	R15	FALSE	NA	R	NA	40	stoornissen	heilzaam/adj/volkskrant_20010512_23/25	heilzaam	13	heilzaam/adj/volkskrant_20010512_23/25/R12	TRUE	FALSE	TRUE	FALSE	2	stoornis	FALSE	TRUE	TRUE	FALSE	2	heilzaam_1	heilzaam_1	heilzaam_1	NA	healthy	heilzaam_1	heilzaam_1
heilzaam/adj/volkskrant_20010531_87/64/R3	obj1	3	24	gezondheid/noun	vind->[predc:#T,mod:voor->obj1:CW]	R3	TRUE	26	R	3	67	gezondheid	heilzaam/adj/volkskrant_20010531_87/64	heilzaam	3	heilzaam/adj/volkskrant_20010531_87/64/R2	TRUE	TRUE	TRUE	FALSE	3	gezondheid	TRUE	TRUE	TRUE	FALSE	3	heilzaam_1	heilzaam_1	heilzaam_1	NA	healthy	heilzaam_1	heilzaam_1
heilzaam/adj/volkskrant_20010616_86/8/L5	su	5	19	Pharmaton-tabletten/name	CW->app:conditie->mod:met->obj1:werking->mod:#T	L5	TRUE	1	L	4	3	Pharmaton-tabletten	heilzaam/adj/volkskrant_20010616_86/8	heilzaam	5	heilzaam/adj/volkskrant_20010616_86/8/L4	TRUE	FALSE	TRUE	FALSE	2	Pharmaton\-tabletten	FALSE	TRUE	TRUE	FALSE	2	heilzaam_1	heilzaam_1	heilzaam_1	NA	healthy	heilzaam_1	heilzaam_1
heilzaam/adj/volkskrant_20010616_86/8/R1	mod	1	8	natuurlijk/adj	werking->[mod:#T,mod:CW]	R1	TRUE	7	R	2	9	natuurlijke	heilzaam/adj/volkskrant_20010616_86/8	heilzaam	1	heilzaam/adj/volkskrant_20010616_86/8/R0	FALSE	TRUE	TRUE	FALSE	2	natuurlijk	TRUE	TRUE	FALSE	FALSE	2	heilzaam_1	heilzaam_1	heilzaam_1	NA	healthy	heilzaam_1	heilzaam_1
heilzaam/adj/volkskrant_20010616_86/8/R2	obj1	2	3	werking/noun	CW->mod:#T	R2	TRUE	8	R	1	10	werking	heilzaam/adj/volkskrant_20010616_86/8	heilzaam	2	heilzaam/adj/volkskrant_20010616_86/8/R1	TRUE	TRUE	TRUE	FALSE	3	werking	TRUE	TRUE	TRUE	FALSE	3	heilzaam_1	heilzaam_1	heilzaam_1	NA	healthy	heilzaam_1	heilzaam_1
heilzaam/adj/volkskrant_20010616_86/8/R7	app	7	1	conditie/noun	CW->mod:met->obj1:werking->mod:#T	R7	TRUE	13	R	3	15	conditie	heilzaam/adj/volkskrant_20010616_86/8	heilzaam	7	heilzaam/adj/volkskrant_20010616_86/8/R6	TRUE	TRUE	TRUE	FALSE	3	conditie	TRUE	TRUE	TRUE	FALSE	3	heilzaam_1	heilzaam_1	heilzaam_1	NA	healthy	heilzaam_1	heilzaam_1
heilzaam/adj/volkskrant_20010616_86/8/R9	cnj	9	16	lichaam/noun	conditie->mod:met->obj1:werking->[mod:#T,mod:van->obj1:en->cnj:CW]	R9	TRUE	15	R	6	17	lichaam	heilzaam/adj/volkskrant_20010616_86/8	heilzaam	9	heilzaam/adj/volkskrant_20010616_86/8/R8	TRUE	TRUE	TRUE	FALSE	3	lichaam	TRUE	TRUE	TRUE	FALSE	3	heilzaam_1	heilzaam_1	heilzaam_1	NA	healthy	heilzaam_1	heilzaam_1
heilzaam/adj/volkskrant_20010616_86/8/R11	cnj	11	16	geest/noun	conditie->mod:met->obj1:werking->[mod:#T,mod:van->obj1:en->cnj:CW]	R11	TRUE	17	R	6	19	geest	heilzaam/adj/volkskrant_20010616_86/8	heilzaam	11	heilzaam/adj/volkskrant_20010616_86/8/R10	TRUE	FALSE	TRUE	FALSE	2	geest	FALSE	TRUE	TRUE	FALSE	2	heilzaam_1	heilzaam_1	heilzaam_1	NA	healthy	heilzaam_1	heilzaam_1
heilzaam/adj/volkskrant_20010719_96/1240/L4	obj1	4	16	drink/verb	CW->mod:van->obj1:kop_DIM->mod:thee->mod:#T	L4	TRUE	18	L	4	1236	drinken	heilzaam/adj/volkskrant_20010719_96/1240	heilzaam	4	heilzaam/adj/volkskrant_20010719_96/1240/L3	TRUE	TRUE	FALSE	FALSE	2	drink	TRUE	FALSE	TRUE	FALSE	2	heilzaam_1	unclear	heilzaam_1	NA	healthy	heilzaam_1	heilzaam_1
heilzaam/adj/volkskrant_20010719_96/1240/R2	mod	2	21	thee/noun	CW->mod:#T	R2	TRUE	24	R	1	1242	thee	heilzaam/adj/volkskrant_20010719_96/1240	heilzaam	2	heilzaam/adj/volkskrant_20010719_96/1240/R1	TRUE	TRUE	FALSE	FALSE	2	thee	TRUE	FALSE	TRUE	FALSE	2	heilzaam_1	unclear	heilzaam_1	NA	healthy	heilzaam_1	heilzaam_1
