token_id	lemma	confidence	original_sense	agree_fct	NOTA	majority
goedkoop/adj/volkskrant_19990111_110/1624	goedkoop	5	goedkoop_1	majority	Sense	Agrees
goedkoop/adj/volkskrant_19990111_110/1624	goedkoop	4	goedkoop_1	majority	Sense	Agrees
goedkoop/adj/volkskrant_19990111_110/1624	goedkoop	2	goedkoop_3	minority	Sense	Disagrees
goedkoop/adj/volkskrant_19990304_57/469	goedkoop	5	goedkoop_1	majority	Sense	Agrees
goedkoop/adj/volkskrant_19990304_57/469	goedkoop	4	goedkoop_1	majority	Sense	Agrees
goedkoop/adj/volkskrant_19990304_57/469	goedkoop	2	goedkoop_2	minority	Sense	Disagrees
goedkoop/adj/volkskrant_19990420_74/102	goedkoop	5	goedkoop_1	full	Sense	Agrees
goedkoop/adj/volkskrant_19990420_74/102	goedkoop	4	goedkoop_1	full	Sense	Agrees
goedkoop/adj/volkskrant_19990420_74/102	goedkoop	3	goedkoop_1	full	Sense	Agrees
goedkoop/adj/volkskrant_19990830_49/258	goedkoop	5	goedkoop_1	majority	Sense	Agrees
goedkoop/adj/volkskrant_19990830_49/258	goedkoop	4	goedkoop_1	majority	Sense	Agrees
goedkoop/adj/volkskrant_19990830_49/258	goedkoop	2	goedkoop_3	minority	Sense	Disagrees
goedkoop/adj/volkskrant_19991005_15/291	goedkoop	4	goedkoop_3	full	Sense	Agrees
goedkoop/adj/volkskrant_19991005_15/291	goedkoop	4	goedkoop_3	full	Sense	Agrees
goedkoop/adj/volkskrant_19991005_15/291	goedkoop	2	goedkoop_3	full	Sense	Agrees
goedkoop/adj/volkskrant_19991023_175/1399	goedkoop	4	goedkoop_1	none	Sense	Disagrees
goedkoop/adj/volkskrant_19991023_175/1399	goedkoop	3	goedkoop_4	none	Sense	Disagrees
goedkoop/adj/volkskrant_19991023_175/1399	goedkoop	3	goedkoop_3	none	Sense	Disagrees
goedkoop/adj/volkskrant_19991208_73/151	goedkoop	5	goedkoop_1	majority	Sense	Agrees
goedkoop/adj/volkskrant_19991208_73/151	goedkoop	4	goedkoop_1	majority	Sense	Agrees
goedkoop/adj/volkskrant_19991208_73/151	goedkoop	3	goedkoop_2	minority	Sense	Disagrees
goedkoop/adj/volkskrant_19991217_105/770	goedkoop	3	goedkoop_2	none	Sense	Disagrees
goedkoop/adj/volkskrant_19991217_105/770	goedkoop	3	goedkoop_4	none	Sense	Disagrees
goedkoop/adj/volkskrant_19991217_105/770	goedkoop	1	goedkoop_3	none	Sense	Disagrees
goedkoop/adj/volkskrant_19991230_53/902	goedkoop	5	goedkoop_2	majority	Sense	Agrees
goedkoop/adj/volkskrant_19991230_53/902	goedkoop	3	goedkoop_1	minority	Sense	Disagrees
goedkoop/adj/volkskrant_19991230_53/902	goedkoop	2	goedkoop_2	majority	Sense	Agrees
goedkoop/adj/volkskrant_20000403_139/9	goedkoop	1	goedkoop_1	minority	Sense	Disagrees
goedkoop/adj/volkskrant_20000403_139/9	goedkoop	2	goedkoop_4	majority	Sense	Agrees
goedkoop/adj/volkskrant_20000403_139/9	goedkoop	4	goedkoop_4	majority	Sense	Agrees
goedkoop/adj/volkskrant_20000411_54/167	goedkoop	5	goedkoop_1	full	Sense	Agrees
goedkoop/adj/volkskrant_20000411_54/167	goedkoop	3	goedkoop_1	full	Sense	Agrees
goedkoop/adj/volkskrant_20000411_54/167	goedkoop	3	goedkoop_1	full	Sense	Agrees
goedkoop/adj/volkskrant_20000505_54/28	goedkoop	5	goedkoop_1	full	Sense	Agrees
goedkoop/adj/volkskrant_20000505_54/28	goedkoop	4	goedkoop_1	full	Sense	Agrees
goedkoop/adj/volkskrant_20000505_54/28	goedkoop	3	goedkoop_1	full	Sense	Agrees
goedkoop/adj/volkskrant_20000517_24/320	goedkoop	5	goedkoop_1	full	Sense	Agrees
goedkoop/adj/volkskrant_20000517_24/320	goedkoop	4	goedkoop_1	full	Sense	Agrees
goedkoop/adj/volkskrant_20000517_24/320	goedkoop	2	goedkoop_1	full	Sense	Agrees
goedkoop/adj/volkskrant_20000606_31/11	goedkoop	5	goedkoop_1	majority	Sense	Agrees
goedkoop/adj/volkskrant_20000606_31/11	goedkoop	4	goedkoop_1	majority	Sense	Agrees
goedkoop/adj/volkskrant_20000606_31/11	goedkoop	2	goedkoop_3	minority	Sense	Disagrees
goedkoop/adj/volkskrant_20000622_73/95	goedkoop	5	goedkoop_1	none	Sense	Disagrees
goedkoop/adj/volkskrant_20000622_73/95	goedkoop	2	goedkoop_4	none	Sense	Disagrees
goedkoop/adj/volkskrant_20000622_73/95	goedkoop	2	goedkoop_3	none	Sense	Disagrees
goedkoop/adj/volkskrant_20000630_138/245	goedkoop	1	goedkoop_1	majority	Sense	Agrees
goedkoop/adj/volkskrant_20000630_138/245	goedkoop	4	goedkoop_4	minority	Sense	Disagrees
goedkoop/adj/volkskrant_20000630_138/245	goedkoop	2	goedkoop_1	majority	Sense	Agrees
goedkoop/adj/volkskrant_20000708_186/1906	goedkoop	5	goedkoop_1	majority	Sense	Agrees
goedkoop/adj/volkskrant_20000708_186/1906	goedkoop	2	goedkoop_4	minority	Sense	Disagrees
goedkoop/adj/volkskrant_20000708_186/1906	goedkoop	2	goedkoop_1	majority	Sense	Agrees
goedkoop/adj/volkskrant_20000919_9/315	goedkoop	0	goedkoop_2	majority	Sense	Agrees
goedkoop/adj/volkskrant_20000919_9/315	goedkoop	3	goedkoop_4	minority	Sense	Disagrees
goedkoop/adj/volkskrant_20000919_9/315	goedkoop	2	goedkoop_2	majority	Sense	Agrees
goedkoop/adj/volkskrant_20000928_49/536	goedkoop	5	goedkoop_2	majority	Sense	Agrees
goedkoop/adj/volkskrant_20000928_49/536	goedkoop	4	goedkoop_2	majority	Sense	Agrees
goedkoop/adj/volkskrant_20000928_49/536	goedkoop	2	goedkoop_3	minority	Sense	Disagrees
goedkoop/adj/volkskrant_20001114_25/177	goedkoop	5	goedkoop_1	minority	Sense	Disagrees
goedkoop/adj/volkskrant_20001114_25/177	goedkoop	3	goedkoop_2	majority	Sense	Agrees
goedkoop/adj/volkskrant_20001114_25/177	goedkoop	1	goedkoop_2	majority	Sense	Agrees
goedkoop/adj/volkskrant_20010117_55/401	goedkoop	4	goedkoop_1	majority	Sense	Agrees
goedkoop/adj/volkskrant_20010117_55/401	goedkoop	3	goedkoop_1	majority	Sense	Agrees
goedkoop/adj/volkskrant_20010117_55/401	goedkoop	3	goedkoop_3	minority	Sense	Disagrees
goedkoop/adj/volkskrant_20010308_4/151	goedkoop	4	goedkoop_2	full	Sense	Agrees
goedkoop/adj/volkskrant_20010308_4/151	goedkoop	4	goedkoop_2	full	Sense	Agrees
goedkoop/adj/volkskrant_20010308_4/151	goedkoop	3	goedkoop_2	full	Sense	Agrees
goedkoop/adj/volkskrant_20010315_88/465	goedkoop	5	goedkoop_1	full	Sense	Agrees
goedkoop/adj/volkskrant_20010315_88/465	goedkoop	4	goedkoop_1	full	Sense	Agrees
goedkoop/adj/volkskrant_20010315_88/465	goedkoop	1	goedkoop_1	full	Sense	Agrees
goedkoop/adj/volkskrant_20010324_21/335	goedkoop	5	goedkoop_1	full	Sense	Agrees
goedkoop/adj/volkskrant_20010324_21/335	goedkoop	4	goedkoop_1	full	Sense	Agrees
goedkoop/adj/volkskrant_20010324_21/335	goedkoop	1	goedkoop_1	full	Sense	Agrees
goedkoop/adj/volkskrant_20010331_35/46	goedkoop	5	goedkoop_1	majority	Sense	Agrees
goedkoop/adj/volkskrant_20010331_35/46	goedkoop	4	goedkoop_1	majority	Sense	Agrees
goedkoop/adj/volkskrant_20010331_35/46	goedkoop	1	goedkoop_4	minority	Sense	Disagrees
goedkoop/adj/volkskrant_20010508_96/95	goedkoop	5	goedkoop_1	full	Sense	Agrees
goedkoop/adj/volkskrant_20010508_96/95	goedkoop	3	goedkoop_1	full	Sense	Agrees
goedkoop/adj/volkskrant_20010508_96/95	goedkoop	2	goedkoop_1	full	Sense	Agrees
goedkoop/adj/volkskrant_20010516_38/183	goedkoop	5	goedkoop_1	majority	Sense	Agrees
goedkoop/adj/volkskrant_20010516_38/183	goedkoop	4	goedkoop_1	majority	Sense	Agrees
goedkoop/adj/volkskrant_20010516_38/183	goedkoop	3	goedkoop_3	minority	Sense	Disagrees
goedkoop/adj/volkskrant_20010621_62/325	goedkoop	5	goedkoop_1	majority	Sense	Agrees
goedkoop/adj/volkskrant_20010621_62/325	goedkoop	3	goedkoop_4	minority	Sense	Disagrees
goedkoop/adj/volkskrant_20010621_62/325	goedkoop	3	goedkoop_1	majority	Sense	Agrees
goedkoop/adj/volkskrant_20010920_16/898	goedkoop	0	goedkoop_4	minority	Sense	Disagrees
goedkoop/adj/volkskrant_20010920_16/898	goedkoop	3	goedkoop_1	majority	Sense	Agrees
goedkoop/adj/volkskrant_20010920_16/898	goedkoop	2	goedkoop_1	majority	Sense	Agrees
goedkoop/adj/volkskrant_20011110_26/277	goedkoop	4	goedkoop_1	full	Sense	Agrees
goedkoop/adj/volkskrant_20011110_26/277	goedkoop	4	goedkoop_1	full	Sense	Agrees
goedkoop/adj/volkskrant_20011110_26/277	goedkoop	3	goedkoop_1	full	Sense	Agrees
goedkoop/adj/volkskrant_20020418_135/361	goedkoop	5	goedkoop_1	full	Sense	Agrees
goedkoop/adj/volkskrant_20020418_135/361	goedkoop	3	goedkoop_1	full	Sense	Agrees
goedkoop/adj/volkskrant_20020418_135/361	goedkoop	2	goedkoop_1	full	Sense	Agrees
goedkoop/adj/volkskrant_20030524_102/356	goedkoop	5	goedkoop_1	majority	Sense	Agrees
goedkoop/adj/volkskrant_20030524_102/356	goedkoop	4	goedkoop_1	majority	Sense	Agrees
goedkoop/adj/volkskrant_20030524_102/356	goedkoop	3	goedkoop_3	minority	Sense	Disagrees
goedkoop/adj/volkskrant_20031112_26/245	goedkoop	5	goedkoop_4	full	Sense	Agrees
goedkoop/adj/volkskrant_20031112_26/245	goedkoop	4	goedkoop_4	full	Sense	Agrees
goedkoop/adj/volkskrant_20031112_26/245	goedkoop	4	goedkoop_4	full	Sense	Agrees
goedkoop/adj/volkskrant_20031211_38/299	goedkoop	5	goedkoop_1	full	Sense	Agrees
goedkoop/adj/volkskrant_20031211_38/299	goedkoop	4	goedkoop_1	full	Sense	Agrees
goedkoop/adj/volkskrant_20031211_38/299	goedkoop	2	goedkoop_1	full	Sense	Agrees
goedkoop/adj/volkskrant_20040228_81/118	goedkoop	0	goedkoop_4	full	Sense	Agrees
goedkoop/adj/volkskrant_20040228_81/118	goedkoop	4	goedkoop_4	full	Sense	Agrees
goedkoop/adj/volkskrant_20040228_81/118	goedkoop	1	goedkoop_4	full	Sense	Agrees
goedkoop/adj/volkskrant_20040320_38/344	goedkoop	1	goedkoop_2	majority	Sense	Agrees
goedkoop/adj/volkskrant_20040320_38/344	goedkoop	3	goedkoop_4	minority	Sense	Disagrees
goedkoop/adj/volkskrant_20040320_38/344	goedkoop	1	goedkoop_2	majority	Sense	Agrees
goedkoop/adj/volkskrant_20040410_103/386	goedkoop	5	goedkoop_1	majority	Sense	Agrees
goedkoop/adj/volkskrant_20040410_103/386	goedkoop	4	goedkoop_1	majority	Sense	Agrees
goedkoop/adj/volkskrant_20040410_103/386	goedkoop	2	goedkoop_2	minority	Sense	Disagrees
goedkoop/adj/volkskrant_20040623_55/280	goedkoop	3	geen	minority	None of the above	Disagrees
goedkoop/adj/volkskrant_20040623_55/280	goedkoop	4	goedkoop_1	majority	Sense	Agrees
goedkoop/adj/volkskrant_20040623_55/280	goedkoop	2	goedkoop_1	majority	Sense	Agrees
goedkoop/adj/volkskrant_20040916_155/273	goedkoop	5	goedkoop_1	none	Sense	Disagrees
goedkoop/adj/volkskrant_20040916_155/273	goedkoop	4	goedkoop_4	none	Sense	Disagrees
goedkoop/adj/volkskrant_20040916_155/273	goedkoop	2	goedkoop_2	none	Sense	Disagrees
goedkoop/adj/volkskrant_20040918_extra_25/380	goedkoop	1	goedkoop_1	majority	Sense	Agrees
goedkoop/adj/volkskrant_20040918_extra_25/380	goedkoop	4	goedkoop_1	majority	Sense	Agrees
goedkoop/adj/volkskrant_20040918_extra_25/380	goedkoop	3	goedkoop_2	minority	Sense	Disagrees
goedkoop/adj/parool_19990105_12/178	goedkoop	4	goedkoop_1	full	Sense	Agrees
goedkoop/adj/parool_19990105_12/178	goedkoop	4	goedkoop_1	full	Sense	Agrees
goedkoop/adj/parool_19990105_12/178	goedkoop	5	goedkoop_1	full	Sense	Agrees
goedkoop/adj/parool_19990105_12/178	goedkoop	3	goedkoop_1	full	Sense	Agrees
goedkoop/adj/parool_19990313_76/335	goedkoop	4	goedkoop_4	none	Sense	Disagrees
goedkoop/adj/parool_19990313_76/335	goedkoop	5	goedkoop_1	none	Sense	Disagrees
goedkoop/adj/parool_19990313_76/335	goedkoop	5	goedkoop_4	none	Sense	Disagrees
goedkoop/adj/parool_19990313_76/335	goedkoop	3	goedkoop_1	none	Sense	Disagrees
goedkoop/adj/parool_19990409_137/90	goedkoop	5	goedkoop_4	full	Sense	Agrees
goedkoop/adj/parool_19990409_137/90	goedkoop	5	goedkoop_4	full	Sense	Agrees
goedkoop/adj/parool_19990409_137/90	goedkoop	5	goedkoop_4	full	Sense	Agrees
goedkoop/adj/parool_19990409_137/90	goedkoop	5	goedkoop_4	full	Sense	Agrees
goedkoop/adj/parool_19990816_47/1139	goedkoop	4	goedkoop_4	minority	Sense	Disagrees
goedkoop/adj/parool_19990816_47/1139	goedkoop	4	goedkoop_1	half	Sense	Disagrees
goedkoop/adj/parool_19990816_47/1139	goedkoop	3	goedkoop_2	minority	Sense	Disagrees
goedkoop/adj/parool_19990816_47/1139	goedkoop	2	goedkoop_1	half	Sense	Disagrees
goedkoop/adj/parool_19990831_77/422	goedkoop	5	goedkoop_4	majority	Sense	Agrees
goedkoop/adj/parool_19990831_77/422	goedkoop	5	goedkoop_4	majority	Sense	Agrees
goedkoop/adj/parool_19990831_77/422	goedkoop	2	goedkoop_2	minority	Sense	Disagrees
goedkoop/adj/parool_19990831_77/422	goedkoop	4	goedkoop_4	majority	Sense	Agrees
goedkoop/adj/parool_19990918_53/131	goedkoop	4	goedkoop_4	minority	Sense	Disagrees
goedkoop/adj/parool_19990918_53/131	goedkoop	5	goedkoop_1	majority	Sense	Agrees
goedkoop/adj/parool_19990918_53/131	goedkoop	2	goedkoop_1	majority	Sense	Agrees
goedkoop/adj/parool_19990918_53/131	goedkoop	4	goedkoop_1	majority	Sense	Agrees
goedkoop/adj/parool_19990929_75/148	goedkoop	4	goedkoop_1	full	Sense	Agrees
goedkoop/adj/parool_19990929_75/148	goedkoop	5	goedkoop_1	full	Sense	Agrees
goedkoop/adj/parool_19990929_75/148	goedkoop	5	goedkoop_1	full	Sense	Agrees
goedkoop/adj/parool_19990929_75/148	goedkoop	5	goedkoop_1	full	Sense	Agrees
goedkoop/adj/parool_19991115_12/1258	goedkoop	4	goedkoop_1	full	Sense	Agrees
goedkoop/adj/parool_19991115_12/1258	goedkoop	5	goedkoop_1	full	Sense	Agrees
goedkoop/adj/parool_19991115_12/1258	goedkoop	5	goedkoop_1	full	Sense	Agrees
goedkoop/adj/parool_19991115_12/1258	goedkoop	4	goedkoop_1	full	Sense	Agrees
goedkoop/adj/parool_20000108_82/386	goedkoop	3	goedkoop_4	minority	Sense	Disagrees
goedkoop/adj/parool_20000108_82/386	goedkoop	5	goedkoop_1	minority	Sense	Disagrees
goedkoop/adj/parool_20000108_82/386	goedkoop	0	geen	half	None of the above	Disagrees
goedkoop/adj/parool_20000108_82/386	goedkoop	0	geen	half	None of the above	Disagrees
goedkoop/adj/parool_20000401_1/579	goedkoop	4	goedkoop_1	full	Sense	Agrees
goedkoop/adj/parool_20000401_1/579	goedkoop	5	goedkoop_1	full	Sense	Agrees
goedkoop/adj/parool_20000401_1/579	goedkoop	3	goedkoop_1	full	Sense	Agrees
goedkoop/adj/parool_20000401_1/579	goedkoop	3	goedkoop_1	full	Sense	Agrees
goedkoop/adj/parool_20000429_116/888	goedkoop	5	goedkoop_1	full	Sense	Agrees
goedkoop/adj/parool_20000429_116/888	goedkoop	5	goedkoop_1	full	Sense	Agrees
goedkoop/adj/parool_20000429_116/888	goedkoop	5	goedkoop_1	full	Sense	Agrees
goedkoop/adj/parool_20000429_116/888	goedkoop	5	goedkoop_1	full	Sense	Agrees
goedkoop/adj/parool_20000622_83/1164	goedkoop	4	goedkoop_4	minority	Sense	Disagrees
goedkoop/adj/parool_20000622_83/1164	goedkoop	5	goedkoop_1	majority	Sense	Agrees
goedkoop/adj/parool_20000622_83/1164	goedkoop	5	goedkoop_1	majority	Sense	Agrees
goedkoop/adj/parool_20000622_83/1164	goedkoop	5	goedkoop_1	majority	Sense	Agrees
goedkoop/adj/parool_20001019_62/804	goedkoop	3	goedkoop_3	minority	Sense	Disagrees
goedkoop/adj/parool_20001019_62/804	goedkoop	5	goedkoop_1	majority	Sense	Agrees
goedkoop/adj/parool_20001019_62/804	goedkoop	5	goedkoop_1	majority	Sense	Agrees
goedkoop/adj/parool_20001019_62/804	goedkoop	3	goedkoop_1	majority	Sense	Agrees
goedkoop/adj/parool_20001104_118/623	goedkoop	5	goedkoop_1	none	Sense	Disagrees
goedkoop/adj/parool_20001104_118/623	goedkoop	5	goedkoop_1	none	Sense	Disagrees
goedkoop/adj/parool_20001104_118/623	goedkoop	5	goedkoop_2	none	Sense	Disagrees
goedkoop/adj/parool_20001104_118/623	goedkoop	2	goedkoop_2	none	Sense	Disagrees
goedkoop/adj/parool_20001108_28/137	goedkoop	1	goedkoop_2	minority	Sense	Disagrees
goedkoop/adj/parool_20001108_28/137	goedkoop	5	goedkoop_1	majority	Sense	Agrees
goedkoop/adj/parool_20001108_28/137	goedkoop	5	goedkoop_1	majority	Sense	Agrees
goedkoop/adj/parool_20001108_28/137	goedkoop	5	goedkoop_1	majority	Sense	Agrees
goedkoop/adj/parool_20010203_34/66	goedkoop	5	goedkoop_4	none	Sense	Disagrees
goedkoop/adj/parool_20010203_34/66	goedkoop	3	goedkoop_4	none	Sense	Disagrees
goedkoop/adj/parool_20010203_34/66	goedkoop	5	goedkoop_1	none	Sense	Disagrees
goedkoop/adj/parool_20010203_34/66	goedkoop	5	goedkoop_1	none	Sense	Disagrees
goedkoop/adj/parool_20010317_137/2056	goedkoop	4	goedkoop_4	minority	Sense	Disagrees
goedkoop/adj/parool_20010317_137/2056	goedkoop	5	goedkoop_1	majority	Sense	Agrees
goedkoop/adj/parool_20010317_137/2056	goedkoop	5	goedkoop_1	majority	Sense	Agrees
goedkoop/adj/parool_20010317_137/2056	goedkoop	4	goedkoop_1	majority	Sense	Agrees
goedkoop/adj/parool_20010405_87/1406	goedkoop	5	goedkoop_3	minority	Sense	Disagrees
goedkoop/adj/parool_20010405_87/1406	goedkoop	5	goedkoop_1	majority	Sense	Agrees
goedkoop/adj/parool_20010405_87/1406	goedkoop	3	goedkoop_1	majority	Sense	Agrees
goedkoop/adj/parool_20010405_87/1406	goedkoop	4	goedkoop_1	majority	Sense	Agrees
goedkoop/adj/parool_20010410_2/517	goedkoop	3	goedkoop_1	full	Sense	Agrees
goedkoop/adj/parool_20010410_2/517	goedkoop	4	goedkoop_1	full	Sense	Agrees
goedkoop/adj/parool_20010410_2/517	goedkoop	5	goedkoop_1	full	Sense	Agrees
goedkoop/adj/parool_20010410_2/517	goedkoop	4	goedkoop_1	full	Sense	Agrees
goedkoop/adj/parool_20010714_91/143	goedkoop	1	goedkoop_2	minority	Sense	Disagrees
goedkoop/adj/parool_20010714_91/143	goedkoop	5	goedkoop_1	majority	Sense	Agrees
goedkoop/adj/parool_20010714_91/143	goedkoop	5	goedkoop_1	majority	Sense	Agrees
goedkoop/adj/parool_20010714_91/143	goedkoop	4	goedkoop_1	majority	Sense	Agrees
goedkoop/adj/parool_20011011_26/1119	goedkoop	4	goedkoop_1	full	Sense	Agrees
goedkoop/adj/parool_20011011_26/1119	goedkoop	5	goedkoop_1	full	Sense	Agrees
goedkoop/adj/parool_20011011_26/1119	goedkoop	5	goedkoop_1	full	Sense	Agrees
goedkoop/adj/parool_20011011_26/1119	goedkoop	1	goedkoop_1	full	Sense	Agrees
goedkoop/adj/parool_20011031_77/45	goedkoop	4	goedkoop_1	full	Sense	Agrees
goedkoop/adj/parool_20011031_77/45	goedkoop	5	goedkoop_1	full	Sense	Agrees
goedkoop/adj/parool_20011031_77/45	goedkoop	5	goedkoop_1	full	Sense	Agrees
goedkoop/adj/parool_20011031_77/45	goedkoop	4	goedkoop_1	full	Sense	Agrees
goedkoop/adj/parool_20011114_63/833	goedkoop	4	goedkoop_3	minority	Sense	Disagrees
goedkoop/adj/parool_20011114_63/833	goedkoop	5	goedkoop_1	majority	Sense	Agrees
goedkoop/adj/parool_20011114_63/833	goedkoop	3	goedkoop_1	majority	Sense	Agrees
goedkoop/adj/parool_20011114_63/833	goedkoop	4	goedkoop_1	majority	Sense	Agrees
goedkoop/adj/parool_20020109_70/543	goedkoop	3	goedkoop_1	full	Sense	Agrees
goedkoop/adj/parool_20020109_70/543	goedkoop	5	goedkoop_1	full	Sense	Agrees
goedkoop/adj/parool_20020109_70/543	goedkoop	5	goedkoop_1	full	Sense	Agrees
goedkoop/adj/parool_20020109_70/543	goedkoop	4	goedkoop_1	full	Sense	Agrees
goedkoop/adj/parool_20020727_3/361	goedkoop	5	goedkoop_2	none	Sense	Disagrees
goedkoop/adj/parool_20020727_3/361	goedkoop	5	goedkoop_1	none	Sense	Disagrees
goedkoop/adj/parool_20020727_3/361	goedkoop	5	goedkoop_1	none	Sense	Disagrees
goedkoop/adj/parool_20020727_3/361	goedkoop	1	goedkoop_2	none	Sense	Disagrees
goedkoop/adj/parool_20030105_94/185	goedkoop	3	goedkoop_3	minority	Sense	Disagrees
goedkoop/adj/parool_20030105_94/185	goedkoop	5	goedkoop_1	majority	Sense	Agrees
goedkoop/adj/parool_20030105_94/185	goedkoop	5	goedkoop_1	majority	Sense	Agrees
goedkoop/adj/parool_20030105_94/185	goedkoop	4	goedkoop_1	majority	Sense	Agrees
goedkoop/adj/parool_20030616_66/65	goedkoop	4	goedkoop_1	full	Sense	Agrees
goedkoop/adj/parool_20030616_66/65	goedkoop	5	goedkoop_1	full	Sense	Agrees
goedkoop/adj/parool_20030616_66/65	goedkoop	5	goedkoop_1	full	Sense	Agrees
goedkoop/adj/parool_20030616_66/65	goedkoop	5	goedkoop_1	full	Sense	Agrees
goedkoop/adj/parool_20031118_67/9	goedkoop	5	goedkoop_1	full	Sense	Agrees
goedkoop/adj/parool_20031118_67/9	goedkoop	5	goedkoop_1	full	Sense	Agrees
goedkoop/adj/parool_20031118_67/9	goedkoop	5	goedkoop_1	full	Sense	Agrees
goedkoop/adj/parool_20031118_67/9	goedkoop	4	goedkoop_1	full	Sense	Agrees
goedkoop/adj/parool_20040120_78/72	goedkoop	3	goedkoop_2	none	Sense	Disagrees
goedkoop/adj/parool_20040120_78/72	goedkoop	5	goedkoop_1	none	Sense	Disagrees
goedkoop/adj/parool_20040120_78/72	goedkoop	5	goedkoop_1	none	Sense	Disagrees
goedkoop/adj/parool_20040120_78/72	goedkoop	0	goedkoop_2	none	Sense	Disagrees
goedkoop/adj/parool_20040128_34/275	goedkoop	3	goedkoop_4	majority	Sense	Agrees
goedkoop/adj/parool_20040128_34/275	goedkoop	4	goedkoop_4	majority	Sense	Agrees
goedkoop/adj/parool_20040128_34/275	goedkoop	3	goedkoop_4	majority	Sense	Agrees
goedkoop/adj/parool_20040128_34/275	goedkoop	4	goedkoop_1	minority	Sense	Disagrees
goedkoop/adj/parool_20040209_77/113	goedkoop	5	goedkoop_2	majority	Sense	Agrees
goedkoop/adj/parool_20040209_77/113	goedkoop	5	goedkoop_2	majority	Sense	Agrees
goedkoop/adj/parool_20040209_77/113	goedkoop	5	goedkoop_1	minority	Sense	Disagrees
goedkoop/adj/parool_20040209_77/113	goedkoop	4	goedkoop_2	majority	Sense	Agrees
goedkoop/adj/parool_20040228_113/181	goedkoop	3	goedkoop_3	minority	Sense	Disagrees
goedkoop/adj/parool_20040228_113/181	goedkoop	5	goedkoop_1	majority	Sense	Agrees
goedkoop/adj/parool_20040228_113/181	goedkoop	5	goedkoop_1	majority	Sense	Agrees
goedkoop/adj/parool_20040228_113/181	goedkoop	4	goedkoop_1	majority	Sense	Agrees
goedkoop/adj/parool_20040313_07/143	goedkoop	4	goedkoop_3	none	Sense	Disagrees
goedkoop/adj/parool_20040313_07/143	goedkoop	5	goedkoop_1	none	Sense	Disagrees
goedkoop/adj/parool_20040313_07/143	goedkoop	5	goedkoop_3	none	Sense	Disagrees
goedkoop/adj/parool_20040313_07/143	goedkoop	2	goedkoop_1	none	Sense	Disagrees
goedkoop/adj/parool_20040521_17/193	goedkoop	1	geen	minority	None of the above	Disagrees
goedkoop/adj/parool_20040521_17/193	goedkoop	5	goedkoop_1	majority	Sense	Agrees
goedkoop/adj/parool_20040521_17/193	goedkoop	2	goedkoop_1	majority	Sense	Agrees
goedkoop/adj/parool_20040521_17/193	goedkoop	3	goedkoop_1	majority	Sense	Agrees
goedkoop/adj/parool_20040612_51/192	goedkoop	2	goedkoop_2	minority	Sense	Disagrees
goedkoop/adj/parool_20040612_51/192	goedkoop	5	goedkoop_1	majority	Sense	Agrees
goedkoop/adj/parool_20040612_51/192	goedkoop	5	goedkoop_1	majority	Sense	Agrees
goedkoop/adj/parool_20040612_51/192	goedkoop	4	goedkoop_1	majority	Sense	Agrees
goedkoop/adj/volkskrant_20001004_35/693	goedkoop	2	goedkoop_4	minority	Sense	Disagrees
goedkoop/adj/volkskrant_20001004_35/693	goedkoop	5	goedkoop_1	minority	Sense	Disagrees
goedkoop/adj/volkskrant_20001004_35/693	goedkoop	2	goedkoop_2	half	Sense	Disagrees
goedkoop/adj/volkskrant_20001004_35/693	goedkoop	1	goedkoop_2	half	Sense	Disagrees
goedkoop/adj/volkskrant_20010921_57/594	goedkoop	4	goedkoop_1	full	Sense	Agrees
goedkoop/adj/volkskrant_20010921_57/594	goedkoop	5	goedkoop_1	full	Sense	Agrees
goedkoop/adj/volkskrant_20010921_57/594	goedkoop	5	goedkoop_1	full	Sense	Agrees
goedkoop/adj/volkskrant_20010921_57/594	goedkoop	4	goedkoop_1	full	Sense	Agrees
goedkoop/adj/volkskrant_20011208_240/94	goedkoop	4	goedkoop_1	full	Sense	Agrees
goedkoop/adj/volkskrant_20011208_240/94	goedkoop	5	goedkoop_1	full	Sense	Agrees
goedkoop/adj/volkskrant_20011208_240/94	goedkoop	5	goedkoop_1	full	Sense	Agrees
goedkoop/adj/volkskrant_20011208_240/94	goedkoop	5	goedkoop_1	full	Sense	Agrees
goedkoop/adj/volkskrant_20021010_119/281	goedkoop	1	goedkoop_2	minority	Sense	Disagrees
goedkoop/adj/volkskrant_20021010_119/281	goedkoop	5	goedkoop_1	majority	Sense	Agrees
goedkoop/adj/volkskrant_20021010_119/281	goedkoop	2	goedkoop_1	majority	Sense	Agrees
goedkoop/adj/volkskrant_20021010_119/281	goedkoop	3	goedkoop_1	majority	Sense	Agrees
goedkoop/adj/volkskrant_20031106_175/199	goedkoop	4	goedkoop_3	minority	Sense	Disagrees
goedkoop/adj/volkskrant_20031106_175/199	goedkoop	5	goedkoop_1	majority	Sense	Agrees
goedkoop/adj/volkskrant_20031106_175/199	goedkoop	5	goedkoop_1	majority	Sense	Agrees
goedkoop/adj/volkskrant_20031106_175/199	goedkoop	4	goedkoop_1	majority	Sense	Agrees
goedkoop/adj/algemeen_dagblad_19990119_40/589	goedkoop	4	goedkoop_1	full	Sense	Agrees
goedkoop/adj/algemeen_dagblad_19990119_40/589	goedkoop	5	goedkoop_1	full	Sense	Agrees
